Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
musa-acuminata-banana-ad772802-394a-11ec-996c-d8c4975e38aa_jpg.rf.ac1e17757ffe79f22868f68252821f9d.jpg,ripe,15.205992632009824,21.433855222863528,25.655374539500613,50.92432738647468,0.6098208785013567,0.5162694043897081,0.5687452393270118,0.4994583407323968,1.5307081457224723,2.018678007569725,1.8956037658616451,2.5512270014203504,6.17131703385071,6.46243914493887,6.32140799795231,6.5446664262497105,0.004962317222354494,0.003482292481285728,0.004307487975116317,0.003431546579079395,0.07044371669889724,0.059010952214701026,0.06563145568335596,0.05857940405193104,0.9950266208714685,0.9930024329919689,0.9916117148704846,0.9833746349286081
musa-acuminata-banana-adb78123-394a-11ec-93c6-d8c4975e38aa_jpg.rf.89478b4203ab8ee113aa6c96436defeb.jpg,ripe,14.977257470323371,41.866831963612775,23.28241506344659,24.370374627466116,0.5224526523057819,0.3947992986953229,0.4519648450122587,0.4273958162355305,2.028997134670487,3.301713450628484,2.5525255832992224,2.757974072462459,6.840399170524306,7.285927086824634,7.067388402589575,7.1455620153577115,0.0020849642164728712,0.001312616125212621,0.0016203425828915656,0.0014554865942182373,0.045661408393443924,0.03623004451022136,0.04025347914021303,0.03815084001982443,0.9926144621941124,0.9793489549731031,0.9884999254048232,0.9879791899973487
musa-acuminata-banana-addcca4d-394a-11ec-b76c-d8c4975e38aa_jpg.rf.b0f9e980aecf68e20060a56cf119d9f7.jpg,ripe,22.87319688907082,58.41237756668665,27.605133033155962,32.5409972003514,0.5530037469356409,0.4586902436042078,0.531276649333326,0.48403597462935394,2.0369954973393374,3.0861979786701257,2.2283831354891532,2.592540291130615,6.703333832386346,7.022076388988294,6.78824725218977,6.938978735283145,0.01328972296564704,0.012450995462497024,0.013148690981224146,0.012438188869526426,0.11528106074133357,0.11158402870705568,0.11466774167665528,0.11152662852218938,0.9954132861283165,0.9882709813934121,0.9944623088966243,0.9934658718316318
musa-acuminata-banana-adebf291-394a-11ec-99da-d8c4975e38aa_jpg.rf.4995b723efaa7cdb942e309fdd82e597.jpg,ripe,109.16898894801473,179.69344258257317,123.95171510437986,151.54798400669944,0.1222857932414576,0.10073568227456187,0.1203364947633761,0.1034752779825672,8.022218583708556,9.959548772177564,8.370822758902989,9.540988990238175,8.56244801855419,8.74464756147531,8.599969409409878,8.710149017240894,0.00027955358430923374,0.000237660200019522,0.00027410736381809804,0.00024058548383009326,0.01671985598948848,0.015416231706208946,0.016556188082348485,0.015510818283704224,0.9680682751289241,0.9474926747200059,0.9637344253277718,0.95571666453672
musa-acuminata-banana-ae9575ab-394a-11ec-9a17-d8c4975e38aa_jpg.rf.0cc930911359340597a4bbf4f42d7db6.jpg,ripe,30.034351207531724,91.0323971067561,47.34383135489153,45.61897685569085,0.4609895272660569,0.33214652020960544,0.3929579641756719,0.36933447555188575,2.6118706508391325,4.466441162223626,3.3237085550552603,3.4427714058176866,7.443388683153045,7.906123491635458,7.664481866207238,7.734174615072103,0.0012699145762852721,0.00080360545167509,0.0010189338279954472,0.0009013382279697754,0.03563586081863706,0.028347935580480814,0.03192074291108287,0.030022295514663355,0.9926279123951132,0.9776157240244231,0.9883763214068102,0.9887826367096204
musa-acuminata-banana-afdcc489-394a-11ec-99a9-d8c4975e38aa_jpg.rf.5a38ab1678c63c79a8fb522b4e41c9cb.jpg,ripe,20.562202210397057,56.807604206862024,28.97092099877201,31.431457869804028,0.5504228277326427,0.428409966448877,0.5017902417934373,0.45482662533668433,2.0177077363896854,3.253364093890855,2.3830536225951704,2.6922849566095515,6.683024749926028,7.104750736086112,6.834841116707972,6.969572576600767,0.003474595245607214,0.0022946083468223044,0.002978415578840629,0.002448956938454709,0.05894569743083217,0.04790207038137605,0.054574862151366255,0.04948693704862637,0.9961619296737297,0.9893937082000119,0.9945891210249566,0.9941315916852533
musa-acuminata-banana-b0b0abaa-394a-11ec-ab0a-d8c4975e38aa_jpg.rf.88a0f17daba000d3c7c4878380dea0bc.jpg,ripe,19.417191977077366,18.46424906199457,12.732214490380683,41.39525127051502,0.658186477807575,0.5979914064269818,0.6553638984152783,0.5580940641043382,1.5013344248874338,1.669116017109876,1.3952517396643473,2.294734854393642,6.296038838742818,6.495483877488062,6.30597502079811,6.641811125823518,0.006912314717432201,0.00507161980853313,0.006799201273271277,0.004991722514189445,0.0831403314729512,0.0712153059990135,0.08245726937797102,0.07065212321076732,0.994631969111316,0.9949065216010055,0.9964798400450994,0.9885808371132416
musa-acuminata-banana-b268ba33-394a-11ec-8550-d8c4975e38aa_jpg.rf.6f7dd75c42ea22b057086ff2a7b91503.jpg,ripe,3.2379860826852234,27.288142133480026,21.81038886614818,21.54784443477476,0.7763150693983918,0.6371447470620513,0.6996396895699114,0.6578721905022411,0.6712239050347933,1.646267272025681,1.3734997953336063,1.4941995550118636,5.9251475525362105,6.425139151883517,6.2187986718706165,6.3742430081093815,0.006841943156192042,0.004657311979728297,0.005942153619931071,0.004866046597573263,0.08271603929221975,0.06824450146149723,0.07708536579618126,0.0697570541061853,0.9990171413293596,0.9917288952204135,0.9933777466535981,0.9934687541589253
musa-acuminata-banana-b2aec0ab-394a-11ec-924e-d8c4975e38aa_jpg.rf.1a2269ff5fc9f5837901ace349419924.jpg,ripe,6.407859189521081,17.54146517680479,8.731494064674582,10.14090196303807,0.7205716773463089,0.6244766320241115,0.7018465162739143,0.6324701876128038,0.9558575521899304,1.563107035246016,1.0982234957020058,1.3133225507179744,6.051976094201977,6.399967869161573,6.129870399738463,6.345597831128455,0.005550566070551012,0.004088981804132831,0.0054354220140614105,0.004051749617110442,0.07450212124866655,0.0639451468379957,0.07372531460808703,0.0636533551127546,0.9953633755712262,0.9873082659849566,0.9936796403112765,0.9926626830613311
musa-acuminata-banana-b2eb7b00-394a-11ec-a70e-d8c4975e38aa_jpg.rf.7eabebc606eda826a83286d647e85acf.jpg,ripe,4.441473598035203,14.561547113734699,7.860900532132624,8.296968005188793,0.7829222756707555,0.6795312984677784,0.7502331763430553,0.6963003492109322,0.7032664756446991,1.2481424618845494,0.882726156365125,1.0258782768614378,5.688401226388497,6.057503498021014,5.795697625222406,5.983356057198071,0.007653268789556201,0.005667648878957498,0.007288958721393829,0.005746737942149272,0.08748296285309615,0.07528378895192177,0.08537539880664587,0.07580724201650706,0.9973923911958381,0.9914507127819973,0.9953777222029883,0.9951287666788462
